MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustspeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
19.4,26.4,0,5,9.3,16,50,4,4,15,19,81,73,1011.4,1011.5,6,6,23.5,24.8,0,1
19.8,26.3,26.8,5.8,7.1,8,35,8,4,22,19,74,76,1013.7,1012,5,5,24.1,25.5,1,1
20.1,29.8,0,6.6,5.6,5,35,9,8,7,11,66,57,1005.8,1004.1,7,5,25.5,26.8,0,1
17.2,22.9,0.4,1,0,2,48,10,2,7,30,74,79,1006.1,1001.3,8,8,19.7,19.7,0,1
16.2,27,0,7.8,10,6,33,3,12,11,17,59,49,1017.2,1017.7,6,7,24.9,25.8,0,1
18,23.2,5.2,4.6,0.8,16,24,16,4,15,9,93,85,1017.7,1017.4,8,8,20,22.4,1,1
19.9,24.7,19.4,0.6,0.1,7,46,14,14,28,31,82,82,1021.1,1020.2,8,8,23.1,22.1,1,1
19.5,24.4,40.4,10,0,8,31,8,14,20,13,97,89,1016.7,1013.2,8,8,19.9,23.3,1,1
19.9,28.3,10.6,2.2,2.6,2,39,2,11,13,20,78,66,1008.4,1004.1,7,7,24.3,27.3,1,1
21.5,25.3,1.4,3.6,0,14,41,16,14,9,24,87,70,1002,1002.8,7,7,23.7,24.6,1,1
18.5,22.5,30.4,5.8,0,14,50,8,8,20,11,95,84,1016.2,1017.1,8,8,18.9,20.2,1,1
19.2,25.8,0,5,1.3,15,48,13,12,9,20,65,71,1007.6,1004.5,7,7,23.9,25.1,0,1
18,20.8,102,3.044434969,0.2,16,31,16,8,13,17,97,94,1008.1,1008.2,8,8,19,19.3,1,1
18.4,26.6,44.4,1,5,6,56,8,3,7,17,95,65,1011.6,1010.5,8,6,20.1,26.1,1,1
20,26.8,5.6,3.4,4.8,3,33,8,4,20,28,77,87,1011.1,1009.4,5,8,23.6,23.3,1,1
21.8,25.2,17.4,7,0.9,3,54,13,3,26,33,82,90,1011.8,1010.3,8,8,24.6,23.7,1,1
22.6,26.3,18.4,3.4,0,12,44,12,12,26,24,85,78,1011.8,1010.7,8,7,24.5,25.7,1,1
22.2,26.2,14.2,2.6,1.3,6,48,6,6,19,22,95,96,1012.5,1012.1,8,8,22.6,23.3,1,1
21.1,27.1,9.8,2.4,7.1,12,31,6,11,11,19,74,63,1015.2,1013.6,6,2,24.8,26.4,1,1
21,28.5,0.2,1.4,4.5,4,59,2,11,9,17,75,91,1008.3,1007.9,3,7,25.9,23.9,0,1
16.4,27.6,0.2,5.4,7.5,4,35,15,4,11,20,87,65,1015.1,1014.3,7,7,20.7,25.8,0,1
22.3,26.7,0,6.4,3.1,15,50,8,15,17,39,84,77,1015.2,1016.5,8,8,24.6,23.1,0,1
19.1,26.6,7.6,4,9.9,15,35,15,4,24,20,63,58,1020.2,1019.6,2,2,22.3,25.7,1,1
24.3,33.7,0,6.2,12.4,15,67,2,6,24,43,66,66,1015.6,1012.4,1,1,29.4,29.3,0,1
18.5,24.8,0,2.4,3.3,4,44,8,15,22,28,70,67,1021.6,1021.7,7,6,21.1,22.7,0,1
17.5,25.8,13,2.4,4.678841474,16,31,16,4,22,7,94,71,1022.3,1020.3,7,6,19.4,24.1,1,1
23,27.9,0,5.4,3.4,15,33,7,3,9,13,78,73,1015.4,1014.6,5,7,25.2,26,0,1
20.6,23.2,48,3,0.8,4,44,16,15,24,19,96,92,1018.3,1019.1,8,8,20.6,20.4,1,1
19.2,26.4,20.2,0,2.1,4,33,8,4,19,24,93,65,1020.2,1019,7,7,21.3,25.7,1,1
22,32.5,0,5.2,11.5,6,35,7,6,7,22,63,68,1008.5,1005.8,1,1,28.6,31.2,0,1
23.4,26.2,8.8,6.2,1.3,14,56,16,4,15,28,88,76,1009,1009.1,6,7,25.2,25.8,1,1
18.7,23.7,18.8,6,1.9,15,59,8,15,24,41,89,65,1017.9,1018.5,8,8,18.9,21.9,1,1
22.1,29.9,0.8,1.8,8.3,5,41,2,6,9,22,77,74,1010.6,1007.8,7,2,25.1,27.7,0,1
21.2,32.4,4.6,4.2,8.4,15,98,2,6,24,30,79,67,1007.6,1005,4,4,24.3,30.5,1,1
20.1,27.3,9.4,6.2,5,16,39,16,8,20,20,82,82,1014,1012.5,7,7,24.2,24.7,1,1
20.4,25.8,3.6,3.8,0.4,8,28,9,12,7,6,88,85,1010.7,1008.4,7,8,22,24.7,1,1
20.3,26,2.6,1.6,0,15,30,16,4,6,11,90,78,1010.5,1009,8,8,22.4,25.3,1,1
20.4,22.3,24.8,2.6,0.1,4,70,7,14,22,31,95,80,1016.9,1018.7,8,7,20.8,21.1,1,1
17.3,24.3,63.8,2,0.5,13,48,8,13,20,26,75,54,1023.9,1023.5,7,7,18.4,21.6,1,1
16.4,24.8,16.2,3.4,6.5,8,31,16,7,13,19,85,56,1022.8,1020.7,7,4,19.1,23.8,1,1
20.2,23.4,0.8,2.6,0.9,16,24,16,16,15,9,82,87,1013,1010.3,7,7,22.3,22.7,0,1
19,25.5,2.6,1.4,1.2,14,26,8,7,9,11,87,81,1009.9,1007.6,7,8,21.6,22.9,1,1
18.5,24.7,0,7.8,7.5,8,48,8,15,28,30,61,57,1022,1021.4,3,6,21.2,22.5,0,1
17.3,25.1,2,6,8.2,15,33,16,4,15,22,86,65,1024.6,1023,7,2,18.4,24.2,1,1
12.3,22.2,0,2.6,7.6,7,19,5,14,4,9,63,64,1014.1,1011.7,1,6,20.9,20.5,0,1
12.2,21.2,0,1.4,4.7,8,31,16,4,7,24,71,66,1012.4,1009.8,4,7,15.5,19.5,0,1
11.8,21.6,0.8,3,7.2,4,39,8,4,20,24,58,62,1030.3,1028.1,1,7,18,19.8,0,1
10.4,21.1,0,2.8,1.6,8,26,15,7,6,11,81,70,1028.6,1025.5,7,7,16,19.8,0,1
16.1,18.8,0.6,1.4,0,5,43,4,5,13,19,91,80,1013.5,1006.9,8,7,16.8,17.9,0,1
8.8,17.8,0.4,2,6.2,8,61,16,8,19,43,49,53,1005.3,1005.2,5,5,17,16.6,0,1
8.5,19.4,0,1.6,8.2,12,46,16,4,13,13,75,71,1024.2,1020.8,1,3,15.6,19,0,1
11.2,14.2,26.2,3.2,0,8,48,16,8,15,15,95,74,1019.3,1014.2,8,8,12.4,13.5,1,1
5.8,19.4,6.6,1.4,8.2,8,43,9,15,6,19,78,66,1015.7,1015,1,7,14.1,17.4,1,1
13.6,20.1,36.8,6.8,2.2,4,76,13,4,35,41,81,77,1017.3,1016.3,7,7,16.4,19,1,1
15,19.1,15.2,2.6,4.3,14,57,8,4,26,39,79,84,1020.1,1018.1,4,7,17.3,17.1,1,1
7.2,16.6,0,4.8,0,8,41,8,8,24,17,61,82,1020.2,1019.2,8,8,15.1,15.1,0,1
12.6,15.6,25.2,1.8,0,14,57,8,16,22,20,91,96,1019.9,1016.5,8,8,12.8,13.3,1,1
12.6,18.2,103.4,3.346946358,0.2,16,48,8,8,22,24,82,83,1016.8,1014.2,8,7,15,14.9,1,1
12.9,19.6,127.6,4.382774921,3.5,7,72,7,14,43,11,80,72,1010.1,1009.1,8,6,17.8,19,1,1
11.8,19.3,27.4,3.4,4.6,15,48,16,16,11,15,88,89,1015.3,1014.1,6,5,15.3,17.3,1,1
11.3,18.4,63.2,2.704153982,6.2,8,52,8,8,30,28,93,58,1014.8,1011.9,7,1,14.5,18.3,1,1
8.5,17.1,0.8,5,0.2,16,39,16,16,11,19,91,86,1031.4,1029.6,7,7,14,15.5,0,1
12.8,18.4,7.4,0.8,1.7,7,46,16,4,17,22,91,64,1033.5,1032,7,7,14,17.5,1,1
12.4,17.5,5.8,1.8,1.6,15,50,8,8,24,26,78,92,1034,1030.7,6,7,14.4,14,1,1
12,16.3,19.6,1.689210362,1,15,39,16,8,20,22,93,93,1027.9,1025.3,7,7,13.1,14.5,1,1
12.6,18.6,20.2,2.2,9.2,15,37,16,15,20,19,74,62,1025.2,1022.6,2,3,15.9,18.1,1,1
3.5,16.6,0,1.8,0.5,8,15,1,1,4,9,88,73,1020,1017.9,7,8,9.3,13.7,0,1
10.1,16.4,0,1.6,2.1,14,46,8,1,20,11,64,84,1032.1,1029.7,7,7,12.7,14.3,0,1
10.9,14.8,5.2,7.6,0.2,16,31,8,8,15,19,78,79,1029.9,1026.2,8,8,12.5,13.3,1,1
12.7,22.5,0,2.6,8.7,10,44,10,7,17,13,51,65,1018.7,1014.4,0,1,19.9,20.7,0,1
6.2,17.7,0,3.2,5.7,9,33,5,7,13,9,59,53,1009.6,1006.3,6,5,12.8,16.5,0,1
3.2,17.4,3.4,1.6,9.4,12,30,2,3,7,15,56,37,1010.1,1006.3,1,3,13.2,16.9,1,1
9.6,20,0,3.6,5.5,8,57,16,11,13,20,64,76,1025,1021.7,6,7,16.8,16.3,0,1
9.4,19.4,0,2.4,7.6,3,28,8,11,9,20,64,89,1021.5,1018.1,1,7,16.7,15.3,0,1
7.5,19.6,0.8,2.2,6.3,8,56,8,15,30,22,86,81,1022.8,1021.8,7,6,12.6,15.3,0,1
12,19.5,52.4,5.8,3.7,7,54,8,14,20,26,92,64,1029.6,1028.6,7,7,13,17.7,1,1
11.8,19.3,4.4,2.8,4.8,7,54,15,15,26,35,86,76,1033,1031.5,7,5,14.1,16.7,1,1
12.6,17.9,20.2,4.2,0.7,14,43,8,13,17,28,94,79,1032.3,1028.9,8,6,13.6,17.3,1,1
12,17.4,0.2,3.4,0.7,12,30,6,6,13,20,83,96,1022.6,1018.2,8,8,17.1,15.6,0,1
11.1,22.7,0,2.4,9.6,8,43,7,11,6,9,54,79,1018.6,1016,5,7,19.8,20.3,0,1
11.7,20.7,4,2.2,0.2,4,56,5,16,7,11,77,77,1021,1017.7,4,7,17.3,19.4,1,1
10.6,21.1,0,2,9.793155208,16,26,7,12,9,15,64,57,1023.3,1020.5,1,2,19.3,20.7,0,1
15.4,18.2,1,3.8,2.4,2,43,10,2,20,9,71,89,1009.5,1004.7,8,7,17.8,13.6,0,1
12.9,22.4,0,2.4,4.2,15,37,8,13,22,7,70,75,1020.4,1016.2,5,6,20.4,21,0,1
16,19.2,5.4,3.2,1.6,15,72,16,15,15,20,85,78,1014.9,1011,7,6,17.5,18,1,1
12.9,20.8,9,3,8.9,14,63,14,4,35,35,77,61,1019.7,1018.8,6,5,16.2,18.3,1,1
10.3,22.3,0,4,6.8,2,50,2,11,22,26,52,56,1018.7,1014.3,8,8,19.4,20.6,0,1
8,20.8,0,5.4,4.8,16,50,11,15,7,17,77,87,1007.4,1003.6,7,7,13.9,14.6,0,1
10.8,18.4,11.6,2.6,3.7,8,52,8,16,28,17,51,89,1007.7,1009.4,7,8,15.7,13,1,1
13.3,21.1,0,0.2,7.9,14,24,8,3,13,13,70,71,1013.5,1010.3,4,7,18.9,19.8,0,1
13.9,22.4,1.6,3.4,2.5,15,31,6,4,4,9,77,87,1009,1007.6,7,8,19.1,16.9,1,1
11.6,23,0,5.2,9.2,6,37,15,6,13,26,63,62,1016.7,1014,6,2,18.5,22.1,0,1
16.5,19.4,34.2,6.4,0.6,16,37,16,15,20,15,77,77,1021.9,1020.5,8,7,17.3,18.1,1,1
15.7,21.1,55,2.8,4.4,12,30,8,3,11,13,92,79,1019.5,1016.6,7,7,18.3,20.2,1,1
12.5,25.2,0.2,0.4,12.2,4,30,13,4,6,13,73,62,1013.1,1014,0,1,21.2,23.5,0,1
16.2,29.4,0,7.2,9.4,6,50,10,6,19,33,50,71,1011.8,1009.4,7,7,24.2,22.9,0,1
17.2,19.4,19,3.6,0.6,8,50,8,8,24,28,86,93,1017.7,1017.7,8,8,17.3,16.8,1,1
14.6,20.5,8.2,1.8,0,16,37,16,15,24,15,91,88,1021.2,1019.6,8,8,16.2,18.2,1,1
17.7,26.5,0,5,8.2,11,39,6,6,15,26,74,77,1011.9,1009,2,7,24.2,23.7,0,1
17.2,23.4,0,5,7.4,4,37,14,3,13,17,70,67,1011,1009.4,4,7,21.7,22.1,0,1
20,24.7,0.6,3,1.8,10,46,16,9,9,6,80,89,1016.6,1014.1,6,7,23.9,22.1,0,1
18.9,23.6,0,6.8,1.6,8,48,15,15,7,19,75,92,1013.1,1013.9,7,8,21.3,20.1,0,1
17.1,22,56.8,7,0,16,41,8,14,22,26,96,90,1020.6,1019.8,8,8,18.2,21.1,1,1
18,24.4,59,4,0,12,44,3,11,19,24,92,95,1018.6,1016,8,8,21.8,21.8,1,1
19.6,20.1,0,7.4,0,15,61,15,8,33,33,78,91,1015,1016.8,8,8,19.9,16.2,0,1
13.3,25.2,0,5.4,12.7,6,41,14,6,13,31,59,60,1014.8,1010.8,1,1,22,24.5,0,1
13.1,22.8,0.6,2.4,0,3,37,16,16,19,13,80,89,1014,1012.4,8,8,16.6,17.9,0,1
16.6,25.3,3.4,1.6,6.9,2,54,14,11,9,19,71,89,1005.1,1002.1,4,7,22.7,22.1,1,1
18.8,24.7,70.8,4.8363015,1.7,15,56,8,4,19,28,89,74,1002.5,1000.7,7,7,20.5,24.2,1,1
17.5,23.6,0,6.2,5.7,4,35,15,14,20,24,57,63,1013.9,1013.9,6,7,20.6,21.6,0,1
19.7,25.9,0.6,5.2,7.3,4,37,8,7,22,19,66,63,1016.5,1015.6,1,7,22.4,25.1,0,1
17.9,26.4,0.8,3.6,4.7,3,30,5,12,9,22,89,67,1014.2,1012,7,3,21.4,25.9,0,1
19,26,5,5.6,8.2,8,31,16,13,15,20,93,71,1012.4,1011.2,7,4,20.7,25.4,1,1
17.8,25.9,0,8,11.9,4,44,8,14,30,28,57,49,1016.3,1016.5,4,1,21.7,24.9,0,1
17.1,24.4,8.8,8,1.4,14,37,16,14,17,20,95,53,1018.5,1017.2,8,5,18.1,23.5,1,1
21.4,29.2,0,5.8,12.8,11,61,2,6,19,43,64,64,1010.8,1006.6,1,4,26,27.8,0,1
23.5,30.8,2,7.2,6.1,15,41,15,7,7,13,94,74,1004.9,1004,8,2,24.2,28.1,1,1
18,25.2,0,4,1.5,11,39,15,10,13,11,67,91,1016.7,1016.7,7,8,22.8,20.3,0,1
18.5,25.8,11.6,2,8.4,13,48,13,7,24,28,58,63,1020.4,1019.6,5,5,24.2,23.9,1,1
19.3,25,10.4,6,1.4,12,50,7,3,28,28,87,90,1020.3,1018.3,7,8,22.1,21.6,1,1
19.7,26.4,0,5,5.4,4,50,8,4,28,31,66,72,1016.3,1015.8,7,7,23,25.5,0,1
20,24.4,28,5.2,0.2,7,52,14,7,35,30,89,87,1017.8,1016.5,8,8,20.6,22.5,1,1
20.6,25.8,12,3,0.1,12,43,4,6,7,20,90,80,1014.8,1013.6,8,8,23.3,23,1,1
21.3,23.5,31.6,2.8,0.1,3,57,12,6,26,30,90,93,1011.9,1009.9,8,8,23.3,22.1,1,1
20,24,61.2,4.500986108,0,12,54,13,3,26,17,96,92,1010.3,1010.6,8,8,22.1,22.5,1,1
21.1,25.3,112,3.6,0,12,37,3,13,22,13,90,79,1014.5,1013.5,8,8,22.1,25,1,1
20.4,25,11,2,0,3,28,13,6,17,13,90,76,1014.2,1012,8,8,21.5,24,1,1
19.9,26.1,6.2,2.2,1.1,6,43,1,2,4,19,96,74,1011.3,1009.2,7,7,21.4,25.2,1,1
23.2,30.8,0.2,2,5.5,6,48,2,6,24,26,73,73,1005.8,1003.6,3,6,26.6,26.9,0,1
19.7,23.3,153.2,4.702214267,0.1,8,54,8,16,30,31,91,83,1009.5,1007.3,8,7,20.3,22.4,1,1
18.6,28,0,6.6,10.7,15,26,7,13,7,13,73,66,1000.3,1000,0,1,24.9,27.2,0,1
22.6,27.5,1.4,4.2,7.5,4,41,8,15,11,19,77,75,1004.5,1005.6,5,4,25.6,26.8,1,1
20,27.1,12.8,6.2,6.5,4,41,8,4,20,24,88,75,1008,1007.3,7,7,21.1,25.1,1,1
18,26,0.2,7,9.2,3,30,8,12,4,20,69,63,1012.6,1010.7,2,5,23.1,24.2,0,1
19.7,28.2,3.8,4.4,5,4,61,2,6,15,33,95,70,1011.9,1007,7,3,20.4,26.9,1,1
18.1,26.7,18,4.2,9.1,11,98,16,7,15,19,71,78,1014.3,1012.8,4,5,24.3,25.4,1,1
20.6,28.9,0,4.4,9.8,14,50,8,6,9,26,72,71,1011.6,1008.4,7,5,25.6,27.8,0,1
19.9,25.5,0,7.2,4.5,4,48,15,4,26,33,83,77,1009.9,1011,3,7,22.3,23.6,0,1
19,22.8,20.8,4.8,0.9,7,39,8,1,13,9,96,92,1019,1017,8,8,19.3,21,1,1
22.4,30.5,0.4,2.2,6.6,14,50,10,11,17,31,71,75,1012,1009.9,6,6,26.2,27.2,0,1
18.7,23.3,5.8,5,0.9,4,54,8,15,26,26,84,69,1015.6,1013.9,8,8,19.8,23,1,1
14.6,27,0,5.8,10.9,4,30,8,14,13,20,61,57,1012.7,1012.6,1,1,22.1,26.4,0,1
17.7,22.2,0,4,0.7,14,22,8,9,13,9,81,86,1019.1,1019.8,6,8,20.8,21.6,0,1
18,25.4,12.8,3,5.5,11,26,1,3,7,9,88,68,1020.9,1018.4,7,8,21.2,24.6,1,1
20.2,25.3,0.4,2.4,7.7,4,63,8,15,35,39,68,49,1018.2,1017.3,6,3,21,24.6,0,1
17.3,25,6.2,6.2,5.2,14,57,8,14,30,35,71,88,1018.2,1016.2,3,6,21,22.4,1,1
20.5,26.2,11.2,3.4,7.1,13,43,7,3,20,20,75,71,1017.1,1014.3,7,5,23.5,24.8,1,1
19.5,23.3,9.6,4,0.4,3,30,9,6,9,9,92,75,1011.2,1007.6,8,7,20.7,23.2,1,1
17.4,24.9,0,6,8.8,7,28,8,7,15,13,63,57,1020.4,1019.9,5,4,20.6,23.2,0,1
14.9,24.9,1,1.6,8.3,3,37,16,13,6,13,91,61,1023.3,1021.5,3,3,17,24.2,0,1
16,25,0,3.6,9,8,33,16,7,11,17,77,65,1017.7,1015.5,2,3,21.2,24,0,1
18.3,27,0,4.2,7,10,48,10,7,17,22,60,74,1014.7,1013.5,2,6,24.5,23.6,0,1
14.8,22.2,0,7,8.6,8,52,8,4,37,35,54,59,1027.1,1026.6,4,6,18.5,19.8,0,1
15.1,23.3,1,3,6.2,15,33,8,14,22,20,66,61,1030.7,1028.3,3,4,20.7,22.9,0,1
17.9,23.5,2.8,2.8,4.6,16,35,16,16,13,17,94,71,1028.8,1024.5,7,7,18.3,22.2,1,1
17.7,24.8,0.4,2.2,7,4,31,8,13,19,9,74,78,1022,1018.3,4,7,22.4,22.5,0,1
17.5,19.8,18.4,4.2,0,4,35,16,16,13,13,94,91,1020,1017.1,8,8,18.3,19.4,1,1
16.6,22.7,45.8,1.8,4.3,16,30,8,4,13,11,88,72,1018.5,1016.1,7,7,18.2,22.5,1,1
17.7,24.4,19.6,0.8,4.1,16,37,8,16,24,15,80,75,1017.3,1013.4,6,6,21,23.6,1,1
17.9,25.9,6.4,2,3.2,12,37,5,11,15,26,80,77,1016.7,1014.8,7,7,22.6,23.9,1,1
17.1,28.4,0,1.8,8,15,43,10,6,6,26,71,77,1014.3,1011.3,4,7,24.5,25.3,0,1
10.4,22.4,1.8,0.4,8.724927641,8,28,1,10,13,17,57,45,1014.9,1010.6,3,3,17.6,21.7,1,1
12.6,20.9,0,5.6,4.879682835,6,31,8,8,13,11,80,69,1021.7,1020.4,8,5.337055809,18,20,0,1
15.8,19.7,6.2,1,0.2,8,28,1,8,9,15,94,91,1022,1019.2,8,8,16.8,17.8,1,1
15.7,23.3,10,1.4,4.3,15,56,8,15,28,30,76,69,1017.7,1017,6,6,18.6,21.5,1,1
15.3,21.3,14,3.6,5.5,4,43,16,4,17,30,66,64,1025.6,1024.1,7,4,17.7,19.9,1,1
13.7,21.8,4.6,2.8,2.3,1,28,1,13,13,6,79,61,1027.5,1024.7,7,7,17.4,20.4,1,1
15.3,24.5,0.6,2.2,3.6,12,28,10,3,11,7,69,75,1019.8,1016.7,7,7,20.7,21.4,0,1
11,25.7,0,2,8.9,15,54,8,2,7,9,59,65,1016.6,1013.2,1,5,20.3,22.5,0,1
6.9,21.1,0,2.8,7.2,8,37,8,15,17,19,59,56,1023.6,1021.9,1,6,16,19.6,0,1
13.6,20.2,1,3.4,5.9,15,44,8,15,26,20,66,81,1028.3,1027.9,5,7,16.5,17.2,0,1
13.6,17,20.4,2.6,1,16,39,16,8,24,20,83,84,1032.2,1030,7,6,14.8,16.4,1,1
11.6,19.6,0,2.2,0.1,16,17,5,4,4,11,89,74,1021.7,1017.6,7,7,15.1,18.5,0,1
14.8,20.1,1.6,1,0.7,9,17,9,6,7,7,97,89,1013.8,1008.3,8,6,16.2,19.7,1,1
8.9,15.8,0,2.2,0,4,41,8,4,17,22,65,94,1024.2,1020.6,7,8,13.3,14.1,0,1
12,14.8,28,2.4,0,8,52,16,16,26,26,93,92,1017.3,1013.7,8,8,13.1,13.8,1,1
13,18.4,51.8,1.4,3,14,54,8,8,30,20,94,91,1014.1,1013,7,7,14.6,16.1,1,1
13.6,18.3,30,2.8,3.6,4,48,8,4,22,19,89,80,1017.4,1015.5,7,8,15,17.2,1,1
4.8,18.5,0,1.6,1.5,4,46,16,4,20,20,62,63,1028.1,1024.9,7,7,14.8,17.6,0,1
12.2,16.8,86.4,2.904196806,0,13,48,13,8,31,22,78,90,1028,1025.3,8,8,15.6,14.4,1,1
12.6,17.3,29.4,1,0.836175504,3,48,8,7,19,20,93,86,1023.3,1018.5,8,8,13.6,16.2,1,1
11.2,17.5,1,2.7,2.825983078,8,54,8,15,17,22,66,84,1029.9,1028.1,6,8,13.2,13.6,0,1
8,18.4,0,2,4.9,4,22,16,14,7,7,92,62,1030.5,1027.4,6,6,12.7,17.9,0,1
13.9,22.7,0.8,0.2,7.2,2,44,2,11,19,22,67,59,1023,1019,7,7,18.3,21.9,0,1
16.1,20.8,9.4,0,2.9689238,8,28,9,10,15,7,95,84,1014.9,1012.6,7,7,17.9,20.4,1,1
9.5,18.3,1.8,1.4,1.4,5,20,5,8,11,7,83,87,1021,1016.9,7,8,15.9,16.8,1,1
12.3,17.2,0,4.8,2.1,15,69,15,15,31,39,75,64,1025.1,1023.6,7,7,13.5,15.6,0,1
12.1,18,1.4,1.2,4.2,15,56,16,15,30,26,77,73,1025.2,1022.6,7,7,13,15.5,1,1
8.6,18.4,0,2.2,9.035172832,15,76,16,8,30,31,34,30,1014.3,1011,1,3,11.8,17.1,0,1
11.4,24.1,0,3.4,7.6,11,50,10,6,15,30,53,71,1019.7,1016.5,1,5,21,19.2,0,1
13.1,22.1,8.4,4.4,5.7,11,44,6,11,17,31,64,61,1019.8,1015.3,7,6,18.7,20.7,1,1
13.5,21.3,0,5,5.759918725,15,52,15,8,28,11,65,87,1012.1,1010.8,1,7,20.4,16.6,0,1
10.9,25.3,0,7.4,11.6,6,59,2,11,26,43,54,62,1012.9,1006.9,1,1,20.1,23.5,0,1
17.8,19.7,2.6,4.4,1.731700071,5,65,11,2,2,19,84,85,1006.8,1005.1,8,8,19.3,17.5,1,1
8.9,21,0,5,7.1,4,37,16,14,13,20,58,76,1024.2,1023,7,7,17.1,16.3,0,1
15.1,22.8,0,6,7.4,4,48,15,14,31,30,50,46,1023.8,1022.8,6,5,19,21.6,0,1
11.9,22.9,0,8.1,5.361245927,13,33,8,14,20,17,50,60,1019.4,1019,6,8,19.2,21.6,0,1
20.7,27.1,0,6,8.8,11,65,2,11,28,46,62,70,1014.7,1011.9,5,6,23.8,23.9,0,1
19.3,22.4,9.2,5.2,2.635016198,8,26,2,13,28,4,75,87,1014.7,1014.2,7,8,20.8,21.6,1,1
18.1,20.4,11,1.4,3.661493869,15,56,16,15,19,33,86,95,1018.3,1018.6,7,7,20,17.8,1,1
17.9,24.9,0,6.4,6.7,8,41,4,3,17,15,71,71,1018.8,1013.9,6,5,21,23.5,0,1
18.8,25.8,0,3,3.234574787,4,43,4,14,6,13,92,83,1010.9,1008.1,7,8,21.1,23.5,0,1
18.7,22.6,4.2,2.8,3.02559688,11,43,8,8,17,15,91,81,1014.1,1012.8,7,8,18.7,20.7,1,1
19,27.3,0,7,7.6,3,30,16,3,9,17,66,60,1020.3,1019.7,6,2,25.7,26.8,0,1
21.1,37.7,0,8,8.8,11,59,10,6,24,37,39,59,998.3,995.8,2,3,30.6,29.9,0,1
22.4,29.3,0,6.8,9.181266514,16,54,8,12,15,15,72,73,1010.2,1007.2,1,2,27.5,28.1,0,1
20.5,21.5,19.4,5.4,0,15,57,8,15,26,37,92,93,1011.1,1013.9,8,8,20.7,20.1,1,1
22.6,27.1,0,7.2,7.907949071,4,46,15,4,24,31,72,69,1008.8,1010.2,1,8,26.2,25,0,1
20.6,23,3.8,7.4,0,8,35,8,8,20,13,92,92,1014.9,1014.2,8,8,21,21.6,1,1
20.2,25.9,2,0.8,0,16,35,16,15,22,24,81,73,1014.2,1012.5,8,8,22.3,25.5,1,1
21.5,28.4,0,6.2,6.7,6,33,2,12,15,17,63,73,1012.8,1012.6,5,6,27.5,26.1,0,1
20.5,28.5,2.8,3.6,6.00826476,4,35,8,4,17,24,78,71,1014.8,1013.5,6,7,24.7,27,1,1
20.9,29,2.2,5.4,7.295966887,6,33,15,12,9,19,91,67,1012.7,1010.6,7,3,22.9,28.1,1,1
22.2,23.3,42.4,4.2,1.733261349,11,61,11,6,33,30,95,93,1009,1007,8,8,22.4,23.1,1,1
20.9,23.3,208.5,4.638338773,0,11,65,6,11,37,31,96,96,1006.8,1004.2,8,8,21.5,21.3,1,1
22,23.4,0.2,5.4,0,2,31,2,11,9,13,82,92,1009.4,1009.5,8,8,23.1,22.8,0,1
19,23.6,16,0,2.958140204,3,39,8,15,20,20,96,96,1013.5,1013.5,7.234956526,8,19.2,20.4,1,1
19,25.9,36,1.8,1.2,3,41,13,13,19,22,75,69,1016,1015.6,8,8,23.6,24.6,1,1
20.5,24.4,13.8,2.6,0.2,13,48,13,13,24,30,76,79,1018.2,1017.6,7,7,22.6,23,1,1
18.9,25.7,0,6.2,5.6,7,35,1,3,11,19,78,63,1019.7,1018.6,7,6,21.8,24.8,0,1
17.6,25,0.9,3.3,4.292221504,3,30,16,15,13,13,82,80,1021.3,1019.7,7,7,20.7,23.1,0,1
18.8,26.4,0.6,5.6,7.7,13,28,8,13,15,17,80,56,1019.3,1018.8,7,3,21.7,26,0,1
20.1,27.7,0,7.539092687,7.799560852,15,43,15,14,30,17,61,63,1013.5,1013,4.694865931,4,24,26.2,0,1
17.4,23.4,0,9,6.9,15,43,8,7,22,19,59,68,1019.3,1019.3,3,7,19.8,21.1,0,1
16.7,24,9.4,3.4,6,13,31,5,7,9,17,86,56,1023,1022.2,7,2,18.7,23.4,1,1
15.5,23.9,3.2,4,2.3,12,33,16,13,15,9,82,60,1024.8,1022.4,2,7,19.1,23.2,1,1
15.8,25.2,10.8,4.4,4.708829234,11,39,2,11,11,22,77,79,1022.4,1019.1,7,6,20.7,22.8,1,1
21.7,29.8,0,4,8.938434615,5,31,5,3,17,13,76,62,1016.4,1014.2,3,3,25.5,28.5,0,1
19.5,30,1.4,2.8,6.720638361,9,33,7,1,4,17,82,83,1015.8,1013.2,1,8,24.5,22,1,1
18.6,28,0,3.6,10.45453454,11,48,2,6,13,30,70,66,1019.9,1015.7,1,1,23.6,26.8,0,1
20.9,24.9,3.3,7.4,4.386281556,4,43,1,4,9,31,95,71,1015.6,1015.4,8,8,21.3,22.8,1,1
19.9,27,0,4.8,3,10,35,10,5,19,13,72,93,1012.3,1010.3,6,8,22.6,21.4,0,1
16,25.6,0,3.6,9,4,70,8,4,9,22,80,55,1018.3,1017.4,2,6,21,25.3,0,1
